DATE RECORDED,TREATMENT,SPECIES,PROP_ID,SAMPLE,TOT_FRESH_WT (g),TOT_DRY_WT (g),NOTES
04/29/2025,C,RHMA,RC-16,LEAVES,4.902,1.386,
04/29/2025,C,RHMA,RC-16,STEM,1.482,0.392,
04/29/2025,C,RHMA,RC-16,HYPO,19.517,6.705,
04/29/2025,C,RHMA,RC-16,DEAD ROOTS,0.024,-0.105,
04/29/2025,C,RHMA,RC-16,FINE ROOTS,2.661,0.807,
04/29/2025,C,RHMA,RC-16,COARSE ROOTS,4.698,0.985,
05/02/2025,C,RHMA,RC-5,LEAVES,12.258,2.937,
05/02/2025,C,RHMA,RC-5,STEM,2.521,2.629,
05/02/2025,C,RHMA,RC-5,HYPO,41.806,13.397,
05/02/2025,C,RHMA,RC-5,DEAD ROOTS,0.080,-0.147,
05/02/2025,C,RHMA,RC-5,FINE ROOTS,4.359,1.145,
05/02/2025,C,RHMA,RC-5,COARSE ROOTS,7.871,1.532,
05/02/2025,C,RHMA,RC-35,LEAVES,5.509,1.505,
05/02/2025,C,RHMA,RC-35,STEM,2.707,0.767,
05/02/2025,C,RHMA,RC-35,HYPO,20.037,5.859,
05/02/2025,C,RHMA,RC-35,DEAD ROOTS,0.122,-0.126,
05/02/2025,C,RHMA,RC-35,FINE ROOTS,3.861,0.906,
05/02/2025,C,RHMA,RC-35,COARSE ROOTS,4.514,0.574,
05/06/2025,C,RHMA,RC-11,LEAVES,5.398,1.418,swapped C-34 to C-11
05/06/2025,C,RHMA,RC-11,STEM,1.854,0.538,
05/06/2025,C,RHMA,RC-11,HYPO,21.904,7.751,
05/06/2025,C,RHMA,RC-11,DEAD ROOTS,0.155,-0.117,
05/06/2025,C,RHMA,RC-11,FINE ROOTS,2.300,0.399,
05/06/2025,C,RHMA,RC-11,COARSE ROOTS,5.653,0.801,
05/06/2025,C,RHMA,RC-10,LEAVES,9.715,2.612,
05/06/2025,C,RHMA,RC-10,STEM,1.740,0.430,
05/06/2025,C,RHMA,RC-10,HYPO,39.030,14.651,
05/06/2025,C,RHMA,RC-10,DEAD ROOTS,0.045,-0.171,
05/06/2025,C,RHMA,RC-10,FINE ROOTS,3.098,1.065,
05/06/2025,C,RHMA,RC-10,COARSE ROOTS,6.406,1.294,
05/06/2025,C,RHMA,RC-21,LEAVES,0.585,0.063,
05/06/2025,C,RHMA,RC-21,STEM,0.438,0.012,
05/06/2025,C,RHMA,RC-21,HYPO,28.560,10.284,
05/06/2025,C,RHMA,RC-21,DEAD ROOTS,0.390,-0.056,
05/06/2025,C,RHMA,RC-21,FINE ROOTS,0.406,-0.009,
05/06/2025,C,RHMA,RC-21,COARSE ROOTS,1.094,0.090,
05/06/2025,C,RHMA,RC-44,LEAVES,13.384,3.137,
05/06/2025,C,RHMA,RC-44,STEM,4.021,1.092,
05/06/2025,C,RHMA,RC-44,HYPO,35.831,11.070,
05/06/2025,C,RHMA,RC-44,DEAD ROOTS,0.039,-0.154,
05/06/2025,C,RHMA,RC-44,FINE ROOTS,6.432,1.465,
05/06/2025,C,RHMA,RC-44,COARSE ROOTS,9.717,1.719,
04/26/2025,D,LARA,LD-11,LEAVES,0.549,-0.080,
04/26/2025,D,LARA,LD-11,STEM,0.240,-0.090,
04/26/2025,D,LARA,LD-11,DEAD ROOTS,0.032,-0.124,
04/26/2025,D,LARA,LD-11,FINE ROOTS,0.177,-0.060,
04/26/2025,D,LARA,LD-11,COARSE ROOTS,NA,,
04/26/2025,D,LARA,LD-54,LEAVES,0.249,-0.081,
04/26/2025,D,LARA,LD-54,STEM,0.273,-1.057,
04/26/2025,D,LARA,LD-54,DEAD ROOTS,0.094,-0.085,
04/26/2025,D,LARA,LD-54,FINE ROOTS,0.140,-0.088,
04/26/2025,D,LARA,LD-54,COARSE ROOTS,0.051,-0.089,
04/29/2025,D,LARA,LD-24,LEAVES,2.149,0.438,
04/29/2025,D,LARA,LD-24,STEM,1.029,0.193,
04/29/2025,D,LARA,LD-24,DEAD ROOTS,0.115,-0.081,
04/29/2025,D,LARA,LD-24,FINE ROOTS,1.042,0.256,
04/29/2025,D,LARA,LD-24,COARSE ROOTS,0.753,0.105,
04/29/2025,D,LARA,LD-2,LEAVES,0.755,0.147,
04/29/2025,D,LARA,LD-2,STEM,0.256,0.054,
04/29/2025,D,LARA,LD-2,DEAD ROOTS,-0.258,-0.080,
04/29/2025,D,LARA,LD-2,FINE ROOTS,0.259,0.085,
04/29/2025,D,LARA,LD-2,COARSE ROOTS,0.022,0.050,
05/02/2025,D,LARA,LD-12,LEAVES,0.245,-0.087,
05/02/2025,D,LARA,LD-12,STEM,0.256,-0.041,
05/02/2025,D,LARA,LD-12,DEAD ROOTS,0.006,-0.125,
05/02/2025,D,LARA,LD-12,FINE ROOTS,0.127,-0.077,
05/02/2025,D,LARA,LD-12,COARSE ROOTS,0.155,-0.101,
05/02/2025,D,LARA,LD-40,LEAVES,0.523,-0.097,
05/02/2025,D,LARA,LD-40,STEM,0.227,-0.086,
05/02/2025,D,LARA,LD-40,DEAD ROOTS,0.018,-0.160,
05/02/2025,D,LARA,LD-40,FINE ROOTS,0.174,-0.077,
05/02/2025,D,LARA,LD-40,COARSE ROOTS,0.038,-0.146,
05/06/2025,D,LARA,LD-3,LEAVES,0.995,0.088,
05/06/2025,D,LARA,LD-3,STEM,0.542,0.024,
05/06/2025,D,LARA,LD-3,DEAD ROOTS,0.249,-0.060,
05/06/2025,D,LARA,LD-3,FINE ROOTS,0.538,0.010,
05/06/2025,D,LARA,LD-3,COARSE ROOTS,0.560,0.018,
05/06/2025,D,LARA,LD-4,LEAVES,1.936,0.341,
05/06/2025,D,LARA,LD-4,STEM,1.252,0.200,
05/06/2025,D,LARA,LD-4,DEAD ROOTS,0.284,-0.043,
05/06/2025,D,LARA,LD-4,FINE ROOTS,1.329,0.296,
05/06/2025,D,LARA,LD-4,COARSE ROOTS,1.330,0.236,
05/06/2025,D,LARA,LD-59,LEAVES,1.862,0.297,
05/06/2025,D,LARA,LD-59,STEM,0.676,0.085,
05/06/2025,D,LARA,LD-59,DEAD ROOTS,0.088,-0.097,
05/06/2025,D,LARA,LD-59,FINE ROOTS,0.305,0.011,
05/06/2025,D,LARA,LD-59,COARSE ROOTS,0.360,0.039,
05/06/2025,D,LARA,LD-36,LEAVES,1.658,0.194,
05/06/2025,D,LARA,LD-36,STEM,0.636,0.059,
05/06/2025,D,LARA,LD-36,DEAD ROOTS,0.086,-0.122,
05/06/2025,D,LARA,LD-36,FINE ROOTS,0.329,-0.101,
05/06/2025,D,LARA,LD-36,COARSE ROOTS,0.460,-0.120,
04/26/2025,D,RHMA,RD-29,LEAVES,5.262,1.305,
04/26/2025,D,RHMA,RD-29,STEM,1.651,0.406,
04/26/2025,D,RHMA,RD-29,HYPO,21.463,6.696,
04/26/2025,D,RHMA,RD-29,DEAD ROOTS,0.353,-0.077,
04/26/2025,D,RHMA,RD-29,FINE ROOTS,5.874,1.326,
04/26/2025,D,RHMA,RD-29,COARSE ROOTS,2.155,0.218,
04/26/2025,D,RHMA,RD-21,LEAVES,4.296,1.299,
04/26/2025,D,RHMA,RD-21,STEM,1.940,0.564,
04/26/2025,D,RHMA,RD-21,HYPO,18.163,5.408,
04/26/2025,D,RHMA,RD-21,DEAD ROOTS,0.035,-0.104,
04/26/2025,D,RHMA,RD-21,FINE ROOTS,4.803,1.077,
04/26/2025,D,RHMA,RD-21,COARSE ROOTS,6.228,0.950,
04/29/2025,D,RHMA,RD-60,LEAVES,9.914,2.633,
04/29/2025,D,RHMA,RD-60,STEM,3.111,0.983,
04/29/2025,D,RHMA,RD-60,HYPO,48.201,15.589,
04/29/2025,D,RHMA,RD-60,DEAD ROOTS,0.329,0.013,
04/29/2025,D,RHMA,RD-60,FINE ROOTS,4.489,1.237,
04/29/2025,D,RHMA,RD-60,COARSE ROOTS,10.323,1.933,
04/29/2025,D,RHMA,RD-32,LEAVES,5.177,1.632,
04/29/2025,D,RHMA,RD-32,STEM,1.968,0.618,
04/29/2025,D,RHMA,RD-32,HYPO,21.223,6.841,
04/29/2025,D,RHMA,RD-32,DEAD ROOTS,0.046,-0.096,
04/29/2025,D,RHMA,RD-32,FINE ROOTS,3.107,0.937,
04/29/2025,D,RHMA,RD-32,COARSE ROOTS,7.893,1.526,
05/02/2025,D,RHMA,RD-23,LEAVES,2.347,0.456,
05/02/2025,D,RHMA,RD-23,STEM,1.153,0.133,
05/02/2025,D,RHMA,RD-23,HYPO,26.734,7.987,
05/02/2025,D,RHMA,RD-23,DEAD ROOTS,0.162,-0.140,
05/02/2025,D,RHMA,RD-23,FINE ROOTS,1.845,0.261,
05/02/2025,D,RHMA,RD-23,COARSE ROOTS,1.530,0.001,
05/02/2025,D,RHMA,RD-51,LEAVES,9.621,2.667,
05/02/2025,D,RHMA,RD-51,STEM,4.140,1.254,
05/02/2025,D,RHMA,RD-51,HYPO,34.145,10.501,
05/02/2025,D,RHMA,RD-51,DEAD ROOTS,0.008,-0.146,
05/02/2025,D,RHMA,RD-51,FINE ROOTS,4.240,1.015,
05/02/2025,D,RHMA,RD-51,COARSE ROOTS,17.257,2.756,
05/06/2025,D,RHMA,RD-59,LEAVES,7.421,2.106,
05/06/2025,D,RHMA,RD-59,STEM,3.571,1.131,
05/06/2025,D,RHMA,RD-59,HYPO,32.340,10.701,
05/06/2025,D,RHMA,RD-59,DEAD ROOTS,0.019,-0.104,
05/06/2025,D,RHMA,RD-59,FINE ROOTS,4.332,1.228,
05/06/2025,D,RHMA,RD-59,COARSE ROOTS,6.042,1.156,
05/06/2025,D,RHMA,RD-31,LEAVES,4.429,1.259,
05/06/2025,D,RHMA,RD-31,STEM,1.505,0.441,
05/06/2025,D,RHMA,RD-31,HYPO,17.236,5.135,
05/06/2025,D,RHMA,RD-31,DEAD ROOTS,0.012,-0.113,
05/06/2025,D,RHMA,RD-31,FINE ROOTS,4.295,1.127,
05/06/2025,D,RHMA,RD-31,COARSE ROOTS,2.949,0.414,
05/06/2025,D,RHMA,RD-26,LEAVES,6.766,1.855,
05/06/2025,D,RHMA,RD-26,STEM,1.900,0.505,
05/06/2025,D,RHMA,RD-26,HYPO,24.333,7.463,
05/06/2025,D,RHMA,RD-26,DEAD ROOTS,0.012,-0.109,
05/06/2025,D,RHMA,RD-26,FINE ROOTS,6.022,1.258,
05/06/2025,D,RHMA,RD-26,COARSE ROOTS,9.762,1.530,
05/06/2025,D,RHMA,RD-1,LEAVES,8.638,2.440,
05/06/2025,D,RHMA,RD-1,STEM,1.944,0.625,
05/06/2025,D,RHMA,RD-1,HYPO,25.393,8.835,
05/06/2025,D,RHMA,RD-1,DEAD ROOTS,0.071,-0.059,
05/06/2025,D,RHMA,RD-1,FINE ROOTS,3.869,1.126,
05/06/2025,D,RHMA,RD-1,COARSE ROOTS,6.661,1.397,
04/26/2025,E,LARA,LE-27,LEAVES,0.853,-0.020,
04/26/2025,E,LARA,LE-27,STEM,0.779,0.093,
04/26/2025,E,LARA,LE-27,DEAD ROOTS,0.057,-1.102,
04/26/2025,E,LARA,LE-27,FINE ROOTS,0.557,0.016,
04/26/2025,E,LARA,LE-27,COARSE ROOTS,0.350,-0.014,
04/26/2025,E,LARA,LE-13,LEAVES,3.020,0.555,
04/26/2025,E,LARA,LE-13,STEM,1.771,0.398,
04/26/2025,E,LARA,LE-13,DEAD ROOTS,0.060,-0.107,
04/26/2025,E,LARA,LE-13,FINE ROOTS,3.405,0.595,
04/26/2025,E,LARA,LE-13,COARSE ROOTS,1.000,0.141,
04/29/2025,E,LARA,LE-12,LEAVES,2.653,0.370,
04/29/2025,E,LARA,LE-12,STEM,1.195,0.208,
04/29/2025,E,LARA,LE-12,DEAD ROOTS,0.055,-0.103,
04/29/2025,E,LARA,LE-12,FINE ROOTS,2.508,0.324,
04/29/2025,E,LARA,LE-12,COARSE ROOTS,0.433,0.011,
04/29/2025,E,LARA,LE-34,LEAVES,0.606,0.053,
04/29/2025,E,LARA,LE-34,STEM,0.564,0.058,
04/29/2025,E,LARA,LE-34,DEAD ROOTS,0.005,-0.096,
04/29/2025,E,LARA,LE-34,FINE ROOTS,0.366,0.021,
04/29/2025,E,LARA,LE-34,COARSE ROOTS,0.124,-0.070,
05/02/2025,E,LARA,LE-47,LEAVES,1.102,0.076,
05/02/2025,E,LARA,LE-47,STEM,0.740,0.050,
05/02/2025,E,LARA,LE-47,DEAD ROOTS,0.167,-0.116,
05/02/2025,E,LARA,LE-47,FINE ROOTS,1.201,0.077,
05/02/2025,E,LARA,LE-47,COARSE ROOTS,0.545,0.002,
05/02/2025,E,LARA,LE-15,LEAVES,0.742,-0.035,
05/02/2025,E,LARA,LE-15,STEM,0.439,-0.022,
05/02/2025,E,LARA,LE-15,DEAD ROOTS,0.004,-0.144,
05/02/2025,E,LARA,LE-15,FINE ROOTS,0.241,-0.045,
05/02/2025,E,LARA,LE-15,COARSE ROOTS,0.149,-0.093,
04/26/2025,E,RHMA,RE-32,LEAVES,4.183,1.150,
04/26/2025,E,RHMA,RE-32,STEM,1.120,0.241,
04/26/2025,E,RHMA,RE-32,HYPO,23.251,7.574,
04/26/2025,E,RHMA,RE-32,DEAD ROOTS,0.017,-0.102,
04/26/2025,E,RHMA,RE-32,FINE ROOTS,4.739,1.015,
04/26/2025,E,RHMA,RE-32,COARSE ROOTS,2.673,0.425,
04/26/2025,E,RHMA,RE-23,LEAVES,5.851,1.639,goop on bag
04/26/2025,E,RHMA,RE-23,STEM,2.317,0.711,goop on bag
04/26/2025,E,RHMA,RE-23,HYPO,22.579,7.151,
04/26/2025,E,RHMA,RE-23,DEAD ROOTS,0.079,-0.077,
04/26/2025,E,RHMA,RE-23,FINE ROOTS,3.287,0.853,
04/26/2025,E,RHMA,RE-23,COARSE ROOTS,7.247,1.424,
04/29/2025,E,RHMA,RE-31,LEAVES,3.999,1.037,
04/29/2025,E,RHMA,RE-31,STEM,1.315,0.345,
04/29/2025,E,RHMA,RE-31,HYPO,14.411,4.643,
04/29/2025,E,RHMA,RE-31,DEAD ROOTS,0.112,-1.047,
04/29/2025,E,RHMA,RE-31,FINE ROOTS,2.994,0.792,
04/29/2025,E,RHMA,RE-31,COARSE ROOTS,2.734,0.562,
04/29/2025,E,RHMA,RE-24,LEAVES,6.215,0.837,
04/29/2025,E,RHMA,RE-24,STEM,1.521,-0.533,
04/29/2025,E,RHMA,RE-24,HYPO,22.232,7.107,
04/29/2025,E,RHMA,RE-24,DEAD ROOTS,0.023,-1.051,
04/29/2025,E,RHMA,RE-24,FINE ROOTS,4.152,1.087,
04/29/2025,E,RHMA,RE-24,COARSE ROOTS,5.263,0.927,
05/02/2025,E,RHMA,RE-2,LEAVES,6.410,1.783,
05/02/2025,E,RHMA,RE-2,STEM,2.328,0.706,
05/02/2025,E,RHMA,RE-2,HYPO,22.494,6.576,
05/02/2025,E,RHMA,RE-2,DEAD ROOTS,0.118,-0.089,
05/02/2025,E,RHMA,RE-2,FINE ROOTS,3.266,0.799,
05/02/2025,E,RHMA,RE-2,COARSE ROOTS,6.504,1.147,
05/02/2025,E,RHMA,RE-26,LEAVES,6.032,1.768,
05/02/2025,E,RHMA,RE-26,STEM,3.185,0.958,
05/02/2025,E,RHMA,RE-26,HYPO,27.791,8.392,
05/02/2025,E,RHMA,RE-26,DEAD ROOTS,0.124,-0.109,
05/02/2025,E,RHMA,RE-26,FINE ROOTS,3.174,0.875,
05/02/2025,E,RHMA,RE-26,COARSE ROOTS,7.709,1.465,
05/06/2025,E,RHMA,RE-50,LEAVES,4.649,1.290,
05/06/2025,E,RHMA,RE-50,STEM,1.583,0.420,
05/06/2025,E,RHMA,RE-50,HYPO,19.077,5.799,
05/06/2025,E,RHMA,RE-50,DEAD ROOTS,0.078,-0.103,
05/06/2025,E,RHMA,RE-50,FINE ROOTS,2.457,0.892,
05/06/2025,E,RHMA,RE-50,COARSE ROOTS,4.615,0.624,
05/06/2025,E,RHMA,RE-38,LEAVES,3.516,1.019,
05/06/2025,E,RHMA,RE-38,STEM,1.173,0.309,
05/06/2025,E,RHMA,RE-38,HYPO,15.497,5.219,
05/06/2025,E,RHMA,RE-38,DEAD ROOTS,0.018,-0.121,
05/06/2025,E,RHMA,RE-38,FINE ROOTS,2.026,0.621,
05/06/2025,E,RHMA,RE-38,COARSE ROOTS,2.073,0.353,
05/06/2025,E,RHMA,RE-25,LEAVES,7.624,2.198,
05/06/2025,E,RHMA,RE-25,STEM,2.400,0.686,
05/06/2025,E,RHMA,RE-25,HYPO,30.355,9.365,
05/06/2025,E,RHMA,RE-25,DEAD ROOTS,0.012,-0.156,
05/06/2025,E,RHMA,RE-25,FINE ROOTS,5.630,1.317,
05/06/2025,E,RHMA,RE-25,COARSE ROOTS,9.031,1.354,
05/06/2025,E,RHMA,RE-17,LEAVES,5.760,1.582,
05/06/2025,E,RHMA,RE-17,STEM,1.686,0.463,
05/06/2025,E,RHMA,RE-17,HYPO,19.780,6.340,
05/06/2025,E,RHMA,RE-17,DEAD ROOTS,0.011,-0.086,
05/06/2025,E,RHMA,RE-17,FINE ROOTS,3.002,1.074,
05/06/2025,E,RHMA,RE-17,COARSE ROOTS,5.892,1.082,