Collection_Date,Intake_Date,Site,Species,Prop_ID,Treatment,Width,Prop_Length,Rad_Length,Total_Length,Mass,Seed_Color,Data_Collecters,Date_Uploaded,Data_Uploaders,Notes
10/23/2024,10/29/2024,VB,LARA,LD-9,D,1.1,2.4,0.4,2.8,0.3,B,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-10,D,0.8,1.7,0.7,2.4,0.46,B,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-11,D,1.1,2.4,0,2.4,0.66,B,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-12,D,1.9,1.7,0.8,2.5,0.45,B,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-13,D,0.8,1.6,0.1,1.7,0.36,B,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-14,D,0.8,2.2,0,2.2,0.45,G,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-15,D,0.9,1.8,0.1,1.9,0.45,G,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-16,D,1.1,2,0,2,0.49,B,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-17,D,0.8,1.6,0,1.6,0.37,B,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-18,D,1,1.8,0,1.8,0.47,G,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-19,D,1.1,1.9,0,1.9,0.48,G,"AD,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LD-20,D,1.1,1.9,0,1.9,0.49,G,"AD,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-21,D,1.1,1.7,0,1.7,0.48,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-22,D,1.3,1.8,0,1.8,0.48,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-23,D,1.4,2,0.2,2.2,0.65,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-24,D,1.1,1.7,0.4,2.1,0.56,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-25,D,1.4,1.8,4,5.8,0.62,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-26,D,1.3,1.8,0.4,2.2,0.61,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-27,D,1.3,2,0,2,0.54,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-28,D,1,1.5,0.3,1.8,0.5,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-29,D,1,1.6,0.1,1.7,0.6,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-30,D,1.3,1.8,0.4,2.2,0.57,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-31,D,1.2,1.7,0.4,2.1,0.43,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-32,D,1.2,1.5,0.1,1.6,0.38,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-33,D,1.1,1.7,0.3,2,0.53,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-34,D,1,1.8,0.1,1.9,0.54,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-35,D,1,1.6,0.5,2.1,0.54,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-36,D,1.2,1.8,0.4,2.2,0.64,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-37,D,1.1,1.7,0.1,1.8,0.57,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-38,D,1,1.7,0.1,1.8,0.46,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-39,D,1,1.6,0.2,1.8,0.49,B,"TT,DN",10/29/2024,DN,
10/25/2024,10/29/2024,MB,LARA,LD-40,D,1.1,1.5,0.1,1.6,0.57,B,"TT,DN",10/29/2024,DN,
10/26/2024,11/03/2024,PR,LARA,LD-41,D,1.21,1.65,1.5,3.15,0.86,B,SH,11/03/2024,SH,Radical coming out side and not in middle
10/26/2024,10/29/2024,PR,LARA,LD-42,D,1.4,2,0.1,2.1,0.57,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-43,D,1.3,2.4,0.05,2.45,0.71,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-44,D,1.4,2,0,2,0.61,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-45,D,1.6,2.2,0.05,2.25,0.79,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-46,D,1.1,1.5,0.6,2.1,0.87,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-47,D,1.4,2.5,0.05,2.55,0.85,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-48,D,1,1.4,0.4,1.8,0.32,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-49,D,1.4,2.4,0,2.4,0.82,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-50,D,1.1,2.3,0.05,2.35,0.75,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-51,D,1.3,2,1.8,3.8,0.73,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-52,D,1.4,1.9,0,1.9,0.73,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-53,D,1.2,2,3,5,0.83,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-54,D,1.2,1.9,0,1.9,0.59,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-55,D,1.3,1.7,0.1,1.8,0.61,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-56,D,1.1,1.8,0.3,2.1,0.59,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-57,D,1,1.9,0,1.9,0.38,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-58,D,1.2,2.1,0.1,2.2,0.76,B,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-59,D,1.1,2.1,0,2.1,0.77,G,"TT,DN",10/29/2024,DN,
10/26/2024,10/29/2024,PR,LARA,LD-60,D,1.1,1.9,0.1,2,0.62,B,"TT,DN",10/29/2024,DN,
10/23/2024,10/29/2024,VB,LARA,LE-1,E,1.4,1.8,0,1.8,0.57,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-2,E,0.9,1.7,0,1.7,0.43,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-3,E,0.9,2.1,0,2.1,0.46,B,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-4,E,1,1.6,0,1.6,0.35,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-5,E,0.9,1.7,0,1.7,0.33,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-6,E,0.8,1.6,0,1.6,0.38,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-7,E,1,1.9,0,1.9,0.34,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-8,E,0.8,1.6,0,1.6,0.24,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-9,E,0.7,1.6,0,1.6,0.29,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,11/03/2024,VB,LARA,LE-10,E,0.87,1.77,0.22,1.99,0.48,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/23/2024,11/03/2024,VB,LARA,LE-11,E,0.99,2.09,1.23,3.32,0.22,B,SH,11/03/2024,SH,MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/23/2024,11/03/2024,VB,LARA,LE-12,E,1.13,2.07,1.74,3.81,0.27,B,SH,11/03/2024,SH,MEASURED L &W WITH CALIPERS; planted on 11/3/2025
10/23/2024,11/03/2024,VB,LARA,LE-13,E,1.21,2.33,1.12,3.45,0.33,B,SH,11/03/2024,SH,MEASURED L &W WITH CALIPERS; planted on 11/3/2026
10/23/2024,11/03/2024,VB,LARA,LE-14,E,1.07,2.36,1.07,3.43,0.26,B,SH,11/03/2024,SH,MEASURED L &W WITH CALIPERS; planted on 11/3/2027
10/23/2024,11/03/2024,VB,LARA,LE-15,E,1.18,2.1,1.12,3.22,0.32,B,SH,11/03/2024,SH,MEASURED L &W WITH CALIPERS; planted on 11/3/2028
10/23/2024,10/29/2024,VB,LARA,LE-16,E,0.9,1.7,0,1.7,0.3,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-17,E,0.8,1.7,0,1.7,0.33,B,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-18,E,0.9,1.5,0,1.5,0.25,B,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-19,E,1,1.6,0,1.6,0.35,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/23/2024,10/29/2024,VB,LARA,LE-20,E,0.8,1.6,0,1.6,0.31,G,"LG, MA",10/29/2024,LG,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-21,E,1.2,1.6,0.4,2,0.62,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-22,E,1,1.7,0.3,2,0.53,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-23,E,1.1,1.7,0.3,2,0.59,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-24,E,1.1,1.7,0.5,2.2,0.54,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,11/03/2024,MB,LARA,LE-25,E,1.15,1.53,0.9,2.43,0.72,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/25/2024,11/03/2024,MB,LARA,LE-26,E,1.09,1.53,0.56,2.09,0.68,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-27,E,1.1,1.7,0.5,2.2,0.61,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,11/03/2024,MB,LARA,LE-28,E,1.06,1.57,0.82,2.39,0.64,B,"TT, AD",11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-29,E,1,1.8,0.5,2.3,0.6,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-30,E,1.2,2,1.7,3.7,0.71,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-31,E,1.3,1.8,0.7,2.5,0.6,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,11/03/2024,MB,LARA,LE-32,E,1.17,1.46,0.83,2.29,0.61,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/25/2024,11/03/2024,MB,LARA,LE-33,E,1.31,1.85,0.67,2.52,0.81,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-34,E,1,1.8,0.3,2.1,0.32,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-35,E,1,1.4,0.4,1.8,0.49,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-36,E,1.1,1.7,0.6,2.3,0.58,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,11/03/2024,MB,LARA,LE-37,E,1.27,1.81,0.74,2.55,0.83,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-38,E,1.2,1.6,0.6,2.2,0.54,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,10/29/2024,MB,LARA,LE-39,E,1.1,1.8,0.5,2.3,0.54,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/25/2024,11/03/2024,MB,LARA,LE-40,E,1.18,1.69,0.65,2.34,0.77,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-41,E,1.26,2.15,0.59,2.74,0.99,G,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-42,E,1.2,1.68,0.5,2.18,0.64,G,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-43,E,1.06,1.87,0.51,2.38,0.61,B,SH,11/03/2024,SH,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-44,E,1.2,1.8,0.3,2.1,0.55,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-45,E,1.15,1.68,0.74,2.42,0.6,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-46,E,1.2,2.3,0.5,2.8,0.83,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-47,E,1.29,1.94,0.81,2.75,0.88,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-48,E,1.14,1.6,0.27,1.87,0.69,B,SH,10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-49,E,1.3,2.3,0.4,2.7,0.84,B,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-50,E,1.2,1.9,0.6,2.5,0.76,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-51,E,1.2,2,0,2,0.52,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-52,E,1.04,1.87,0.75,2.62,0.67,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-53,E,1,1.7,0.2,1.9,0.58,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-54,E,1.1,1.7,0.3,2,0.56,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-55,E,1.1,1.8,0.5,2.3,0.65,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-56,E,1.3,1.8,0.4,2.2,0.81,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-57,E,1.3,1.9,0.3,2.2,0.79,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,11/03/2024,PR,LARA,LE-58,E,1.08,1.92,0.88,2.8,0.65,B,SH,11/03/2024,SH,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-59,E,1.2,1.7,0.2,1.9,0.7,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/29/2024,PR,LARA,LE-60,E,1.1,2.1,0.1,2.2,0.68,G,"TT, AD",10/29/2024,TT,planted on 11/3/2024
10/26/2024,10/27/2024,PR,LARA,LA-41,A,1.2,2.22,0.62,2.84,0.81,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-42,A,1.41,2.12,0,2.12,0.72,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-43,A,1.38,2.05,0,2.05,0.69,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-44,A,1.2,2.16,1.46,3.62,0.8,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-45,A,1.52,2.29,0.11,2.4,1.05,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-46,A,1.14,2.51,0,2.51,0.94,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-47,A,1.12,1.74,0.63,2.37,0.56,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-48,A,1.43,2.07,0,2.07,0.86,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-49,A,1.19,1.95,0,1.95,0.68,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-50,A,1.35,1.73,0,1.73,0.69,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-51,A,1.36,2.15,0.17,2.32,0.77,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-52,A,1.13,1.84,0.71,2.55,0.71,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-53,A,1.35,1.92,0.29,2.21,0.63,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-54,A,1.27,1.74,0.88,2.62,0.73,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-55,A,1.18,2.03,0.55,2.58,0.66,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-56,A,1.33,1.95,0.64,2.59,0.77,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-57,A,1.23,1.83,0.2,2.03,0.69,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-58,A,1.27,1.81,0.1,1.91,0.64,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-59,A,1.17,1.87,0.14,2.01,0.69,B,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
10/26/2024,10/27/2024,PR,LARA,LA-60,A,1.15,1.85,0.18,2.03,0.61,G,SH,12/07/2024,SH,MEASURED L &W WITH CALIPERS
